"Grado","Sexo","Trimestre_1","Trimestre_2","Trimestre_3","Ingreso_Familiar_Mensual","Numero_Personas_Hogar","Nivel_Educativo_Padres","Situacion_Laboral_Padres","Acceso_Internet_Casa","Tipo_Vivienda","Computadora_Casa","Dispositivos_Moviles","Numero_Dispositivos_Moviles","Numero_Hermanos","Numero_Hermanos_Estudiando","Numero_Hermanos_Trabajando","Probabilidad_Desercion"
"2","M","9.6","9.6","6.6","5450","5","Secundaria","Empleado","Si","Prestada","No","No","3","5","4","5","0"
"1","M","5.5","9.3","5.9","16102","4","Primaria","Desempleado","No","Alquilada","No","No","1","2","3","4","0"
"2","F","6.5","7.9","5.8","3861","3","Preparatoria","Empleado","Si","Alquilada","No","Si","9","5","5","0","0"
"3","F","5.7","7.6","8","12806","9","Secundaria","Desempleado","Si","Alquilada","No","Si","9","3","4","5","1"
"3","M","9.7","5.6","5.1","15283","2","Secundaria","Desempleado","No","Alquilada","No","Si","2","2","2","2","1"
"1","M","6.7","6.9","7.3","18493","9","Primaria","Desempleado","Si","Propia","No","No","8","3","2","3","1"
"3","F","9.7","9.9","6.8","14436","3","Primaria","Desempleado","No","Propia","Si","Si","7","2","2","0","1"
"3","F","9.2","8","6.6","10890","5","Preparatoria","Empleado","No","Alquilada","No","No","5","0","5","2","1"
"1","M","8.8","7.2","9.2","17352","4","Universitaria","Desempleado","No","Propia","Si","Si","2","2","3","1","1"
"2","M","9.8","6.2","9.8","7529","8","Primaria","Desempleado","No","Propia","Si","No","9","1","3","3","1"
"2","F","9.8","6.6","5.9","17843","3","Primaria","Empleado","No","Prestada","Si","No","7","3","2","4","0"
"2","F","6.1","5.3","9.9","10299","9","Primaria","Empleado","Si","Propia","No","Si","1","3","5","2","0"
"1","F","9.4","6.3","7.7","10580","4","Preparatoria","Empleado","No","Alquilada","Si","Si","3","5","3","3","1"
"3","F","5.9","6.9","8.7","10616","8","Universitaria","Desempleado","No","Alquilada","Si","No","3","1","2","2","1"
"2","F","5.6","6.2","9.7","13157","2","Universitaria","Empleado","No","Alquilada","No","No","8","0","1","4","0"
"2","F","9.5","5.2","7.7","12191","3","Preparatoria","Empleado","No","Alquilada","Si","Si","7","2","2","1","1"
"1","M","5","7.5","9.9","13767","6","Universitaria","Empleado","No","Prestada","Si","No","6","0","5","5","0"
"2","F","9.8","7.5","9.9","19911","2","Secundaria","Empleado","Si","Propia","No","No","3","1","0","4","1"
"1","F","8.5","6.7","5","4026","4","Preparatoria","Desempleado","Si","Alquilada","No","Si","6","2","1","4","0"
"3","F","7","8.1","5.2","12958","5","Primaria","Desempleado","No","Prestada","No","Si","0","1","5","4","0"
"1","F","8.6","6.3","6.4","3855","6","Universitaria","Desempleado","Si","Alquilada","Si","No","7","3","2","5","1"
"1","M","7.3","9.6","5.9","17063","7","Secundaria","Empleado","No","Propia","Si","No","7","3","0","0","1"
"1","M","7.4","5.2","7","16915","3","Preparatoria","Empleado","No","Prestada","No","Si","8","3","2","3","1"
"1","F","5.6","5","8.6","19981","9","Preparatoria","Empleado","No","Propia","Si","Si","8","4","1","2","1"
"3","M","9.1","7.5","6.4","19232","7","Primaria","Desempleado","Si","Prestada","No","Si","0","4","2","5","0"
"3","M","6.6","7.3","7.2","7958","2","Primaria","Empleado","No","Alquilada","No","No","9","3","3","1","0"
"2","M","7.8","9.8","6.3","16705","9","Preparatoria","Empleado","No","Alquilada","No","Si","6","4","2","2","0"
"3","M","7.9","8.4","6.4","12108","3","Secundaria","Desempleado","Si","Propia","Si","No","0","4","1","0","1"
"3","M","5.6","6.3","5.9","7761","3","Primaria","Desempleado","No","Propia","Si","Si","5","5","4","1","0"
"2","M","8.2","5.2","5.8","2688","6","Preparatoria","Desempleado","Si","Prestada","Si","Si","4","1","2","0","0"
"3","F","5.6","6.2","9.3","8306","6","Preparatoria","Desempleado","Si","Propia","No","No","1","5","3","2","1"
"1","F","7.3","9.6","8.8","7072","6","Primaria","Desempleado","No","Propia","No","Si","2","2","1","1","1"
"1","F","6","9.9","5.4","19739","6","Universitaria","Empleado","Si","Alquilada","Si","No","7","3","0","5","0"
"2","F","5.8","6.3","7.4","12909","5","Secundaria","Empleado","No","Alquilada","Si","Si","1","5","4","2","0"
"2","F","6.1","7","9.1","14713","9","Universitaria","Empleado","Si","Alquilada","Si","Si","3","5","5","3","0"
"2","M","8.4","7.5","7.5","14614","9","Universitaria","Desempleado","Si","Alquilada","No","Si","2","4","2","0","1"
"1","F","5.3","5.2","5.7","11321","4","Secundaria","Desempleado","Si","Alquilada","No","Si","6","1","1","3","0"
"3","F","8.5","8.9","7.1","8086","6","Secundaria","Desempleado","No","Alquilada","Si","Si","7","1","3","3","1"
"1","M","7.7","5.3","7.4","14731","2","Primaria","Desempleado","Si","Alquilada","Si","No","3","5","3","2","1"
"2","M","6.2","8.5","9.7","15341","9","Primaria","Empleado","No","Prestada","Si","No","5","2","1","2","1"
"3","F","7.2","9.2","6.1","8667","3","Primaria","Empleado","No","Alquilada","Si","No","2","1","3","4","0"
"3","M","6.8","5","5.8","14976","7","Secundaria","Empleado","No","Alquilada","No","Si","6","0","5","4","1"
"1","M","9.1","8.9","5.9","19374","6","Universitaria","Empleado","Si","Alquilada","Si","Si","7","0","4","1","0"
"2","M","8.6","9.6","9.7","14333","2","Secundaria","Empleado","Si","Alquilada","Si","Si","6","3","0","2","1"
"1","M","8.8","8.2","5.9","7290","5","Primaria","Empleado","No","Alquilada","No","Si","3","5","3","0","0"
"3","F","7.3","5.6","5.8","15044","2","Universitaria","Empleado","No","Propia","No","No","9","2","3","2","0"
"1","M","6.5","6","7.5","19760","7","Primaria","Empleado","No","Propia","Si","No","8","5","0","2","0"
"1","F","8.2","7.6","8.4","15537","7","Universitaria","Desempleado","No","Alquilada","No","Si","9","0","4","5","0"
"2","F","6.1","6.3","7.6","17669","2","Primaria","Empleado","No","Alquilada","Si","No","7","2","4","3","1"
"2","M","8.3","7.1","8","18340","5","Secundaria","Empleado","No","Alquilada","Si","Si","5","3","4","3","0"
"3","M","5.6","6.5","6.8","17955","9","Preparatoria","Desempleado","Si","Prestada","Si","Si","1","1","5","4","1"
"1","M","6","9.5","9.2","4887","7","Preparatoria","Desempleado","No","Alquilada","No","Si","9","1","3","5","1"
"1","F","8","6.1","8.7","17794","5","Universitaria","Empleado","No","Prestada","Si","No","6","1","3","1","1"
"1","M","7.8","9.8","5.5","16560","3","Secundaria","Empleado","No","Prestada","Si","Si","8","0","4","1","1"
"3","M","6.2","9.5","6.4","3340","6","Primaria","Desempleado","No","Alquilada","No","No","8","2","3","2","1"
"3","M","8","5.9","7.8","13929","7","Universitaria","Desempleado","Si","Propia","No","No","8","0","2","5","0"
"2","M","5.1","7.3","9.6","2094","2","Universitaria","Desempleado","Si","Alquilada","No","Si","8","4","3","0","1"
"2","M","8.8","9.5","9.4","14840","9","Primaria","Empleado","No","Alquilada","Si","No","5","2","5","3","0"
"2","F","6.4","6.7","5.4","17756","4","Primaria","Desempleado","No","Propia","Si","Si","0","3","4","0","0"
"1","M","6","7.1","6.3","10126","4","Primaria","Empleado","No","Propia","Si","No","5","0","1","5","0"
"1","M","8.3","5.8","5.1","19881","8","Secundaria","Desempleado","Si","Alquilada","Si","Si","4","1","4","3","0"
"2","M","8.8","6.6","7.2","12923","3","Preparatoria","Empleado","Si","Alquilada","Si","Si","6","1","1","5","1"
"1","F","5.3","8.7","9.3","9053","4","Universitaria","Desempleado","Si","Prestada","No","Si","7","1","3","5","1"
"2","M","6","8.9","9.5","17172","3","Universitaria","Empleado","No","Propia","No","Si","0","0","3","2","1"
"3","F","7.8","6.2","6.8","12935","9","Preparatoria","Desempleado","Si","Prestada","Si","Si","9","0","5","1","0"
"2","F","5.1","9.9","7.3","14467","6","Universitaria","Desempleado","No","Prestada","Si","No","3","1","1","5","0"
"3","M","6.5","8.6","6.9","13073","8","Secundaria","Empleado","No","Prestada","Si","Si","3","1","4","2","1"
"1","M","8.8","5.5","9.6","9691","3","Primaria","Empleado","No","Prestada","Si","Si","0","1","0","3","1"
"2","M","6.2","7","7.6","15770","5","Preparatoria","Empleado","No","Propia","Si","No","3","4","0","5","0"
"1","F","8.6","8.5","7.3","17688","5","Secundaria","Desempleado","No","Propia","Si","Si","6","0","4","1","1"
"3","F","6.6","5.6","6.6","2201","8","Primaria","Desempleado","Si","Propia","Si","Si","5","1","3","0","0"
"3","F","7","8.5","7.4","19882","9","Preparatoria","Desempleado","Si","Alquilada","Si","No","3","3","1","0","0"
"3","F","9.3","7.4","9.5","15829","9","Secundaria","Desempleado","Si","Prestada","No","Si","1","1","1","4","1"
"1","F","6.8","6","8","5086","5","Preparatoria","Desempleado","No","Alquilada","No","No","6","0","4","0","1"
"1","F","5.6","9.3","7.7","13305","7","Preparatoria","Empleado","Si","Propia","Si","No","7","3","4","4","0"
"1","M","8.7","6.3","9.9","4590","5","Secundaria","Empleado","No","Propia","Si","No","8","5","2","1","0"
"1","M","5.7","9.4","7.7","9125","5","Universitaria","Desempleado","No","Alquilada","Si","Si","8","5","5","2","1"
"3","F","6.2","7.8","7.1","9860","9","Secundaria","Desempleado","No","Prestada","No","No","3","5","1","5","1"
"3","M","8.6","5.9","5.4","7408","5","Preparatoria","Empleado","Si","Propia","No","Si","2","0","5","5","1"
"2","M","5.1","9.9","9.3","3948","5","Preparatoria","Desempleado","Si","Prestada","Si","No","4","0","2","2","1"
"2","F","9","9.7","9.1","5963","7","Secundaria","Empleado","Si","Prestada","Si","No","5","0","3","5","0"
"1","F","6","5.4","5.7","2693","5","Primaria","Empleado","Si","Propia","Si","No","7","2","1","1","0"
"3","M","7.3","5.7","8.7","7363","5","Primaria","Empleado","No","Alquilada","Si","Si","2","3","5","5","0"
"3","F","5.5","9.5","7.7","14125","6","Primaria","Empleado","No","Prestada","Si","No","5","4","4","5","0"
"3","F","7.5","5.4","9.6","13924","9","Primaria","Empleado","No","Alquilada","No","Si","4","4","4","1","0"
"2","M","5.6","7.3","6.1","7887","9","Secundaria","Desempleado","No","Prestada","Si","No","6","2","3","3","1"
"2","F","8.8","8.9","7.4","12851","7","Universitaria","Empleado","No","Prestada","Si","No","8","0","5","0","0"
"3","M","6.8","7.5","8.7","9734","5","Primaria","Desempleado","Si","Propia","No","Si","6","4","5","0","0"
"3","M","5.5","5.5","9.3","11913","3","Preparatoria","Empleado","Si","Alquilada","Si","No","5","3","0","0","1"
"3","M","9.2","6.5","6.4","18191","8","Primaria","Desempleado","No","Prestada","No","No","8","1","2","4","0"
"2","M","7.8","8.5","9.3","7293","9","Universitaria","Empleado","No","Alquilada","No","Si","9","3","4","0","1"
"3","M","9.2","6.1","9","15845","6","Secundaria","Desempleado","No","Prestada","No","Si","3","0","5","5","1"
"3","F","8.8","6","8.3","15820","7","Universitaria","Desempleado","No","Alquilada","Si","No","0","3","1","5","0"
"1","F","5.1","5.2","9.4","4291","4","Universitaria","Empleado","No","Alquilada","No","No","7","5","5","3","0"
"1","F","6.8","9.3","6.2","16395","2","Universitaria","Empleado","Si","Propia","No","No","5","0","1","2","0"
"2","F","5.3","8.6","5.7","14391","7","Primaria","Empleado","No","Prestada","No","Si","5","3","1","2","0"
"3","M","5.5","5.5","6.2","4698","8","Primaria","Desempleado","Si","Prestada","Si","Si","4","2","3","5","1"
"3","M","9.8","6.8","8.5","13566","6","Universitaria","Empleado","Si","Prestada","No","No","9","3","0","4","1"
"1","F","8.6","6.7","5.5","11202","5","Secundaria","Empleado","No","Prestada","No","Si","2","5","2","3","1"
"2","M","7.7","6.5","8.7","16055","6","Primaria","Desempleado","No","Propia","Si","Si","5","4","1","1","0"
"1","F","7.9","7.2","8.1","3041","2","Secundaria","Empleado","Si","Propia","Si","No","0","1","1","5","1"
"1","F","5.6","9.2","7","19941","2","Primaria","Empleado","Si","Prestada","No","Si","6","2","4","2","0"
"1","F","5.8","8.6","9.3","19591","7","Secundaria","Desempleado","Si","Alquilada","No","Si","5","3","0","3","1"
"1","M","7.4","5.8","9.3","11872","5","Primaria","Empleado","No","Propia","No","Si","4","0","4","1","1"
"3","M","8.2","5.2","9.8","5621","5","Universitaria","Desempleado","Si","Alquilada","Si","Si","2","2","3","4","0"
"3","M","5","5.7","5.6","5352","3","Preparatoria","Empleado","No","Alquilada","Si","Si","7","4","3","5","1"
"1","M","5.5","8.7","7.5","12937","2","Preparatoria","Desempleado","Si","Alquilada","Si","No","3","1","2","0","0"
"2","F","6.7","5.3","6.4","16602","5","Secundaria","Desempleado","No","Prestada","Si","Si","8","5","3","5","1"
"2","M","5.9","6.1","9.8","10972","2","Secundaria","Empleado","No","Propia","Si","Si","8","1","2","3","1"
"2","M","7.7","9.3","9.1","2945","9","Universitaria","Desempleado","Si","Prestada","No","Si","4","3","4","5","0"
"2","M","6","8","7.2","9973","3","Universitaria","Empleado","No","Alquilada","No","Si","6","5","1","2","1"
"1","F","8.2","7.4","8.7","16118","4","Secundaria","Desempleado","No","Prestada","Si","No","5","4","1","4","1"
"3","F","5","6.5","9","13290","2","Preparatoria","Desempleado","Si","Alquilada","No","No","5","4","0","5","1"
"2","M","6.2","9.1","6.4","18383","9","Universitaria","Empleado","No","Prestada","Si","Si","3","1","3","3","0"
"1","M","8.6","6.3","9.7","12366","9","Secundaria","Empleado","Si","Prestada","No","No","9","1","0","4","0"
"2","M","6.9","6.2","8.9","3797","9","Universitaria","Empleado","Si","Propia","No","Si","7","4","0","1","0"
"2","M","5","9","6.5","13248","3","Universitaria","Desempleado","Si","Propia","Si","No","9","1","1","3","0"
"1","F","5.2","5.6","8.1","4257","3","Primaria","Empleado","No","Alquilada","Si","Si","2","0","3","5","1"
"3","M","6.7","6.1","8.6","4197","8","Universitaria","Desempleado","No","Alquilada","No","Si","4","1","1","5","1"
"3","M","9","8.6","6.7","10222","3","Secundaria","Desempleado","Si","Alquilada","No","No","0","0","5","0","0"
"1","M","6.3","9.9","6.9","16152","6","Universitaria","Empleado","No","Prestada","No","Si","0","5","0","1","0"
"3","F","8","5.3","9.5","4912","7","Secundaria","Desempleado","Si","Alquilada","No","No","8","1","3","0","1"
"1","F","7.6","5.1","5.1","13004","5","Primaria","Empleado","Si","Propia","Si","Si","3","2","5","4","0"
"1","M","6.6","8.4","7.2","10874","2","Primaria","Desempleado","Si","Alquilada","No","No","8","2","5","0","0"
"1","M","9.5","9.3","7.9","17416","7","Preparatoria","Empleado","No","Alquilada","Si","No","6","5","5","1","0"
"3","M","7.8","5.2","5.2","8152","6","Primaria","Desempleado","No","Prestada","No","No","9","5","1","1","0"
"1","M","8.5","5.3","9.5","9172","2","Primaria","Desempleado","No","Propia","Si","No","7","2","2","1","1"
"2","M","8.6","8.7","8.8","5185","7","Secundaria","Empleado","Si","Alquilada","Si","Si","8","5","5","5","1"
"3","F","7.5","6.1","9.6","11161","6","Preparatoria","Desempleado","Si","Propia","Si","Si","0","0","2","4","0"
"3","F","6.6","6.8","9.8","17765","9","Primaria","Desempleado","No","Alquilada","No","No","6","0","4","2","0"
"3","F","7.1","5.9","5","19467","5","Universitaria","Desempleado","No","Propia","No","Si","7","3","4","4","1"
"3","M","7.4","5","9","6862","3","Preparatoria","Desempleado","Si","Alquilada","Si","Si","1","3","3","1","1"
"2","F","5.1","6.6","7.1","5070","7","Primaria","Desempleado","Si","Alquilada","No","Si","9","1","4","4","0"
"3","F","7.1","6.5","7.8","13940","9","Preparatoria","Empleado","Si","Prestada","Si","No","8","0","3","3","1"
"3","F","5.4","5.8","6.3","10563","7","Primaria","Empleado","Si","Prestada","Si","No","0","2","0","3","1"
"1","M","5.3","5.8","9.7","16931","9","Secundaria","Desempleado","No","Propia","Si","Si","2","2","2","2","1"
"3","M","8.5","5.8","7.7","18585","2","Preparatoria","Empleado","No","Propia","Si","Si","8","2","3","4","1"
"2","F","5.5","6.1","7","18472","3","Preparatoria","Empleado","Si","Propia","Si","No","0","1","0","5","1"
"2","M","7","9","9.4","16772","8","Primaria","Desempleado","Si","Propia","No","Si","3","0","2","4","1"
"2","F","6.2","6.4","8.1","16455","5","Preparatoria","Empleado","No","Prestada","Si","Si","9","5","1","3","0"
"2","F","8.6","5.1","5.5","8299","9","Primaria","Desempleado","Si","Propia","No","Si","5","1","0","1","1"
"3","F","7.4","6","5","12188","2","Universitaria","Empleado","Si","Alquilada","No","No","5","5","1","0","1"
"3","F","7.5","6","7","14686","4","Preparatoria","Desempleado","No","Alquilada","No","No","3","4","4","1","0"
"2","M","8.8","5.7","5.3","16011","4","Preparatoria","Desempleado","No","Alquilada","Si","No","9","4","3","2","0"
"2","M","6.9","8.1","5.2","19938","4","Secundaria","Desempleado","No","Prestada","No","Si","9","3","2","0","0"
"3","M","8.2","5.5","9.8","14874","5","Secundaria","Desempleado","Si","Propia","No","Si","9","5","4","1","0"
"2","M","6.3","6.9","7.9","15441","9","Preparatoria","Empleado","Si","Alquilada","No","Si","9","0","0","4","0"
"1","F","8.5","8.8","8","2054","4","Secundaria","Empleado","No","Alquilada","No","No","0","5","4","5","0"
"2","M","6.6","8.4","8.3","6031","7","Preparatoria","Desempleado","No","Prestada","Si","No","4","5","1","4","0"
"2","F","7","5.7","6.8","11315","8","Primaria","Empleado","Si","Prestada","No","No","4","2","1","3","0"
"1","M","9.5","9.9","6.9","3552","2","Preparatoria","Desempleado","Si","Prestada","No","Si","2","0","5","4","0"
"1","M","6.5","9.8","7.2","9795","8","Preparatoria","Desempleado","Si","Alquilada","Si","No","2","5","3","4","1"
"3","M","9.5","9.2","8.9","7271","8","Universitaria","Empleado","No","Prestada","No","Si","3","5","4","2","0"
"3","F","6.5","8.3","7.4","16665","8","Secundaria","Desempleado","No","Alquilada","No","Si","2","5","5","5","0"
"1","F","6.9","6.8","6.4","2115","7","Secundaria","Desempleado","Si","Propia","No","No","2","3","2","0","1"
"1","F","7.8","5.6","8.7","5613","4","Universitaria","Empleado","No","Alquilada","No","Si","2","2","1","1","1"
"3","F","7.7","8","7.2","8372","8","Primaria","Desempleado","No","Propia","No","Si","6","1","0","1","0"
"2","M","5.7","6.7","5.1","18130","9","Primaria","Desempleado","No","Alquilada","Si","No","8","2","4","2","0"
"1","F","7.3","8.9","6.4","5837","8","Primaria","Empleado","Si","Propia","No","Si","0","5","2","0","1"
"3","F","5.2","6.3","9.3","5533","2","Universitaria","Empleado","Si","Alquilada","No","No","7","5","2","4","0"
"2","M","7.4","8.8","8.4","11610","9","Preparatoria","Desempleado","No","Alquilada","Si","No","9","4","2","5","0"
"1","M","6.8","8.5","5.9","13108","7","Primaria","Empleado","Si","Alquilada","No","No","0","1","2","2","0"
"2","F","8.2","6.6","6.3","7831","5","Primaria","Empleado","No","Alquilada","No","Si","8","5","5","4","0"
"3","M","5.1","8.6","7.6","3294","3","Universitaria","Empleado","No","Prestada","No","No","7","2","1","1","0"
"1","F","6.4","9.3","6.3","17663","7","Secundaria","Empleado","Si","Alquilada","Si","No","5","1","3","2","0"
"2","M","7.1","5.8","8.4","9550","6","Universitaria","Empleado","No","Alquilada","No","No","5","4","4","5","0"
"1","F","5.9","6.9","8.2","15830","4","Secundaria","Empleado","No","Prestada","No","Si","9","4","1","2","0"
"2","F","6.7","9.4","5","15031","6","Primaria","Desempleado","No","Prestada","No","Si","6","0","3","2","1"
"3","F","7.1","7.7","8.3","13869","9","Primaria","Desempleado","No","Prestada","No","Si","7","5","2","1","1"
"3","F","9.5","9.9","6.8","7817","3","Preparatoria","Empleado","No","Prestada","No","No","6","4","0","5","0"
